[197,2,7,155,23],
[108,2,26,69,10],
[90,2,4,69,14],
[176,2,10,132,23],
[108,2,25,70,10],
[181,2,9,138,23],
[108,2,25,70,10],
[164,2,7,125,23],
[108,2,26,69,10],
[88,2,3,68,14],
[92,2,4,71,13],
[191,2,7,147,23],
[108,2,23,72,10],
[127,2,6,98,16],
[124,2,6,96,16],
[124,2,6,96,16],
[121,2,8,89,16],
[145,2,6,111,16],
[155,2,7,117,16],
[138,2,8,103,16],
[125,2,6,95,16],
[127,2,6,97,16],
[128,2,6,98,16],
[136,2,6,105,16],
[130,2,8,96,16],
[127,2,6,95,16],
[140,2,6,106,16],
[165,2,6,129,16],
[170,2,6,134,16],
[136,2,6,104,16],
[114,2,4,89,16],
[125,2,4,100,16],
[111,2,4,86,16],
[121,2,4,95,16],
[113,2,4,88,16],
[132,2,4,104,16],
[168,2,7,131,23],
[108,2,24,71,10],
[165,2,9,124,23],
[108,2,29,66,10],
[181,2,9,138,23],
[189,2,7,146,23],
[108,2,21,74,10],
[199,2,8,152,23],
[108,2,24,71,10],
[103,2,5,79,16],
[31,2,0,24,4],
[31,3,0,24,5],
[29,3,0,22,5],
[36,3,9,20,5],
[51,3,0,44,5],
[97,3,3,78,13],
[100,3,6,78,13],
[98,3,4,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[98,3,4,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[137,3,7,112,15],
[137,3,7,112,15],
[137,3,7,112,15],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[99,3,5,78,13],
[99,3,5,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[100,3,6,78,13],
[47,3,0,40,5],
[47,2,0,41,4],
[93,2,3,75,12],
[96,2,6,75,12],
[94,2,4,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[94,2,4,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[133,2,7,109,14],
[133,2,7,109,14],
[133,2,7,109,14],
[41,1,0,36,3],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[95,2,5,75,12],
[95,2,5,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[96,2,6,75,12],
[52,2,0,45,5],
[110,2,2,90,15],
[111,2,3,90,15],
[111,2,3,90,15],
[282,2,34,233,11],
[143,2,4,115,17],
[290,2,32,242,11],
[172,2,5,138,17],
[132,2,4,107,17],
[64,2,1,54,7],
[266,2,30,222,11],
[266,2,29,223,11],
[51,2,0,44,5],
[43,2,0,37,4],
[36,3,0,28,5],
[83,3,4,62,13],
[83,3,4,62,13],
[83,3,4,62,13],
[83,3,4,62,13],
[83,3,4,62,13],
[83,3,4,62,13],
[83,3,4,62,13],
[83,3,4,62,13],
[82,3,3,62,13],
[110,3,3,86,17],
[142,3,5,111,21],
[208,3,27,164,11],
[95,3,4,73,14],
[116,3,4,93,14],
[160,3,5,128,21],
[159,3,5,128,21],
[145,3,5,112,21],
[134,3,5,103,21],
[136,3,5,105,21],
[94,3,4,71,15],
[83,3,4,62,13],
[136,3,5,105,21],
[138,3,5,107,21],
[134,3,4,104,21],
[139,3,5,108,21],
[174,3,7,135,24],
[252,3,30,204,11],
[31,3,0,23,5],
[28,2,0,22,4],
[27,2,0,21,4],
[29,2,0,23,4],
[25,2,3,16,4],
[46,3,0,38,5],
[45,3,0,37,5],
[179,3,7,145,17],
[126,3,5,100,15],
[132,3,7,102,17],
[108,3,3,87,12],
[106,3,5,84,13],
[141,3,11,105,17],
[140,3,11,106,17],
[58,3,1,47,7],
[105,3,4,82,15],
[105,3,3,83,15],
[93,3,4,72,13],
[93,3,4,72,13],
[93,3,4,72,13],
[105,3,4,82,15],
[106,3,4,83,15],
[93,3,4,72,13],
[106,3,4,83,15],
[106,3,4,83,15],
[106,3,4,83,15],
[106,3,4,83,15],
[104,3,3,82,15],
[105,3,4,82,15],
[89,3,2,72,11],
[73,3,2,58,9],
[78,3,2,63,9],
[91,3,2,74,11],
[106,3,5,84,13],
[72,3,0,59,9],
[73,3,0,60,9],
[75,3,0,62,9],
[93,3,4,72,13],
[97,3,4,76,13],
[93,3,4,72,13],
[60,3,0,51,6],
[105,3,4,84,13],
[141,3,11,105,17],
[105,3,4,84,13],
[145,3,5,118,15],
[140,3,11,106,17],
[106,3,5,84,13],
[117,3,3,93,13],
[101,3,3,78,13],
[105,3,4,84,13],
[105,3,4,84,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[98,3,6,75,13],
[118,3,6,93,15],
[118,3,6,93,15],
[118,3,6,93,15],
[106,3,2,87,13],
[107,3,2,88,13],
[111,3,2,92,13],
[91,3,2,74,11],
[179,3,7,145,17],
[132,3,7,102,17],
[105,3,4,84,13],
[135,3,11,101,17],
[105,3,4,84,13],
[130,3,6,100,17],
[105,3,4,84,13],
[121,3,8,92,16],
[121,3,8,92,16],
[130,3,19,88,17],
[140,3,19,98,17],
[139,3,11,105,17],
[138,3,11,104,17],
[141,3,19,99,17],
[138,3,17,99,17],
[133,3,17,93,17],
[118,3,5,92,17],
[119,3,6,92,17],
[119,3,6,92,17],
[119,3,6,92,17],
[106,3,4,83,15],
[105,3,4,84,13],
[105,3,4,84,13],
[125,3,8,95,17],
[97,3,5,75,13],
[131,3,6,102,17],
[105,3,4,84,13],
[164,3,5,133,17],
[105,3,4,84,13],
[128,3,8,99,16],
[128,3,8,99,16],
[105,3,4,84,13],
[128,3,5,101,15],
[110,3,4,85,15],
[98,3,6,75,13],
[41,3,0,33,5],
[24,3,0,17,5],
[32,2,0,26,4],
[31,2,0,25,4],
[80,2,1,66,10],
[92,2,4,71,14],
[92,2,4,71,14],
[91,2,3,71,14],
[78,2,3,60,12],
[98,2,3,78,13],
[73,2,2,58,10],
[58,2,1,46,8],
[79,2,4,60,12],
[96,2,3,77,13],
[95,2,3,76,13],
[92,2,3,73,13],
[105,2,3,85,13],
[106,2,7,79,16],
[104,2,6,78,16],
[109,2,6,82,16],
[118,2,6,90,16],
[113,2,6,86,16],
[112,2,6,85,16],
[127,2,6,97,16],
[106,2,6,80,16],
[106,2,6,80,16],
[79,2,4,60,12],
[131,2,7,102,18],
[145,2,7,116,18],
[140,2,7,109,18],
[74,2,1,60,10],
[79,2,4,60,12],
[79,2,4,60,12],
[79,2,4,60,12],
[79,2,4,60,12],
[79,2,4,60,12],
[79,2,4,60,12],
[79,2,4,60,12],
[78,2,3,60,12],
[78,2,3,60,12],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[89,2,7,66,13],
[138,2,7,108,18],
[139,2,8,109,18],
[143,2,8,113,18],
[135,2,8,104,18],
[133,2,13,99,18],
[130,2,7,102,18],
[128,2,7,100,18],
[128,2,11,96,18],
[128,2,11,96,18],
[128,2,11,96,18],
[128,2,11,96,18],
[128,2,11,96,18],
[128,2,11,96,18],
[128,2,11,96,18],
[128,2,11,96,18],
[108,2,4,86,15],
[109,2,5,86,15],
[109,2,5,86,15],
[95,2,3,75,13],
[97,2,4,77,13],
[127,2,7,99,18],
[85,2,4,66,12],
[137,2,11,104,18],
[27,2,0,21,4],
[37,3,0,29,5],
[84,3,4,63,13],
[84,3,4,63,13],
[83,3,3,63,13],
[84,3,4,63,13],
[84,3,4,63,13],
[84,3,4,63,13],
[84,3,4,63,13],
[74,3,4,55,11],
[101,3,6,75,16],
[101,3,6,75,16],
[84,3,4,63,13],
[84,3,4,63,13],
[84,3,4,63,13],
[102,3,6,76,16],
[109,3,6,83,16],
[113,3,6,87,16],
