[58,5,1,47,8],
[66,4,0,56,8],
[65,4,0,55,8],
[109,4,0,92,8],
[81,4,0,70,8],
[91,4,0,78,8],
[75,4,0,65,8],
[82,4,8,62,8],
[76,4,0,65,8],
[54,5,1,43,8],
[78,4,8,58,8],
[83,4,0,69,8],
[53,4,0,43,7],
[51,4,0,42,7],
[57,4,0,47,7],
[55,4,0,45,7],
[84,4,0,71,8],
[56,4,0,46,7],
[148,4,9,115,11],
[150,4,5,120,11],
[130,4,5,105,11],
[191,4,5,151,11],
[167,4,5,136,11],
[174,4,5,141,11],
[192,4,9,151,11],
[142,4,5,114,11],
[72,4,0,61,8],
[86,4,0,72,8],
[83,4,0,70,8],
[87,4,0,73,8],
[76,4,0,64,8],
[38,4,0,30,6],
[39,4,0,31,6],
[34,4,0,26,6],
[46,4,0,38,6],
[53,4,0,44,7],
[44,4,1,35,6],
[100,4,4,78,15],
[101,4,5,78,15],
[100,4,4,78,15],
[101,4,5,78,15],
[100,4,4,78,15],
[101,4,5,78,15],
[101,4,5,78,15],
[101,4,5,78,15],
[41,4,0,33,6],
[29,2,0,23,4],
[31,2,0,22,5],
[38,3,0,31,5],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[97,3,3,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[97,3,3,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[98,3,4,76,15],
[87,3,4,67,13],
[143,3,11,108,17],
[120,3,11,89,17],
[133,3,11,98,17],
[121,3,11,88,17],
[141,3,7,110,17],
[124,3,4,97,17],
[139,3,15,99,17],
[148,3,6,118,17],
[124,3,11,91,17],
[127,3,10,94,17],
[120,3,10,89,18],
[176,3,16,146,11],
[143,3,10,108,18],
[196,3,18,163,11],
[121,3,10,88,18],
[168,3,15,138,11],
[133,3,10,98,18],
[192,3,20,157,11],
[133,3,11,98,17],
[141,3,6,110,18],
[192,3,22,156,11],
[144,3,9,110,17],
[138,3,6,108,17],
[124,3,7,96,17],
[130,3,11,95,17],
[122,3,11,90,17],
[149,3,15,107,17],
[132,3,7,103,17],
[143,3,7,109,17],
[144,3,11,107,17],
[124,3,11,90,17],
[122,3,7,93,17],
[130,3,7,98,17],
[171,3,8,131,17],
[154,3,7,118,17],
[33,3,0,26,5],
[33,2,2,25,4],
[91,2,4,70,14],
[81,2,7,59,12],
[92,2,5,70,14],
[93,2,6,70,14],
[93,2,6,70,14],
[92,2,5,70,14],
[80,2,6,59,12],
[79,2,5,59,12],
[79,2,5,59,12],
[80,2,6,59,12],
[80,2,6,59,12],
[80,2,6,59,12],
[30,2,5,19,4],
[42,4,0,34,6],
[45,4,0,37,6],
[41,4,0,33,6],
[87,4,2,68,14],
[100,4,2,79,16],
[88,4,3,68,14],
[87,4,2,68,14],
[100,4,2,79,16],
[100,4,2,79,16],
[100,4,2,79,16],
[87,4,2,68,14],
[97,4,5,72,16],
[97,4,5,72,16],
[97,4,5,72,16],
[97,4,5,72,16],
[97,4,5,72,16],
[97,4,5,72,16],
[97,4,5,72,16],
[97,4,5,72,16],
[97,4,5,72,16],
[97,4,5,72,16],
[98,4,6,72,16],
[98,4,6,72,16],
[98,4,6,72,16],
[98,4,6,72,16],
[98,4,6,72,16],
[98,4,6,72,16],
[98,4,6,72,16],
[98,4,6,72,16],
[98,4,6,72,16],
[37,4,0,29,6],
[40,3,0,33,5],
[37,2,0,31,4],
[35,2,0,28,4],
[48,2,0,41,4],
[44,3,1,35,5],
[34,2,0,28,4],
[39,3,1,31,5],
[38,2,0,32,4],
[37,2,0,31,4],
[73,2,0,64,4],
[72,2,0,62,4],
[66,2,0,57,4],
[64,2,0,56,4],
[71,2,0,63,4],
[45,2,0,38,4],
